,SegID
4810,78587
4811,111356
4812,144128
4813,111361
4814,144132
4815,111366
4816,111367
4817,111368
4818,111369
4819,78610
4820,45844
4821,78612
4822,78622
4823,78623
4824,78627
4825,13095
4826,13103
4827,78642
4828,67735
4829,13120
4830,144193
4831,144194
4832,111430
4833,111433
4834,13132
4835,13133
4836,13134
4837,176975
4838,78692
4839,275302
4840,144234
4841,78702
4842,78706
4843,78707
4844,78711
4845,45945
4846,78714
4847,78715
4848,78718
4849,45950
4850,144258
4851,144261
4852,275334
4853,78727
4854,78735
4855,78738
4856,78742
4857,111522
4858,78760
4859,177069
4860,144303
4861,13240
4862,111549
4863,144319
4864,144320
4865,144321
4866,46015
4867,111554
4868,111551
4869,144328
4870,78794
4871,144331
4872,78800
4873,144336
4874,78805
4875,78806
4876,78808
4877,242649
4878,78813
4879,13278
4880,78816
4881,78817
4882,13282
4883,144352
4884,78822
4885,111608
4886,177145
4887,78850
4888,177159
4889,78858
4890,144396
4891,78861
4892,78862
4893,78864
4894,111634
4895,46102
4896,242711
4897,46107
4898,78877
4899,111646
4900,46110
4901,144427
4902,144432
4903,78897
4904,144435
4905,177206
4906,78903
4907,144440
4908,144442
4909,144446
4910,144447
4911,144449
4912,78914
4913,13379
4914,144451
4915,13381
4916,78919
4917,111687
4918,111692
4919,111695
4920,13395
4921,111703
4922,111705
4923,111706
4924,78940
4925,46187
4926,13420
4927,13427
4928,46206
4929,144513
4930,78980
4931,28724
4932,46216
4933,46219
4934,78991
4935,46223
4936,46224
4937,78995
4938,46227
4939,78997
4940,78999
4941,79001
4942,144544
4943,144548
4944,144549
4945,79015
4946,79016
4947,13483
4948,46255
4949,144559
4950,79023
4951,177334
4952,13496
4953,13497
4954,13498
4955,46273
4956,13508
4957,46278
4958,46286
4959,79057
4960,79070
4961,8107231
4962,79073
4963,79096
4964,177409
4965,177413
4966,177415
4967,177416
4968,132956
4969,177418
4970,46347
4971,46348
4972,46349
4973,46351
4974,144665
4975,144667
4976,46364
4977,46365
4978,46367
4979,177440
4980,177441
4981,46370
4982,46371
4983,46374
4984,46377
4985,46379
4986,46380
4987,79147
4988,177454
4989,46383
4990,111919
4991,79150
4992,177452
4993,132963
4994,177462
4995,46390
4996,177464
4997,46393
4998,46394
4999,46397
5000,177469
5001,177471
5002,46398
5003,46402
5004,13634
5005,46404
5006,46407
5007,79176
5008,46409
5009,177482
5010,46412
5011,79180
5012,177488
5013,144721
5014,46419
5015,144723
5016,177493
5017,144726
5018,177495
5019,144728
5020,177497
5021,243034
5022,243036
5023,79198
5024,79199
5025,111966
5026,243041
5027,13672
5028,177513
5029,111982
5030,177519
5031,46449
5032,79218
5033,111985
5034,111992
5035,144762
5036,46464
5037,177538
5038,79236
5039,79239
5040,46472
5041,79241
5042,79242
5043,177547
5044,46474
5045,177554
5046,243091
5047,46486
5048,46487
5049,177559
5050,46489
5051,46495
5052,46496
5053,46497
5054,275873
5055,46499
5056,112043
5057,159040
5058,275887
5059,275888
5060,46513
5061,46514
5062,46518
5063,177593
5064,144825
5065,144835
5066,46532
5067,46534
5068,13767
5069,13768
5070,46537
5071,46540
5072,13772
5073,177615
5074,177617
5075,144849
5076,144850
5077,79326
5078,144862
5079,79328
5080,79331
5081,46564
5082,79333
5083,144871
5084,79337
5085,79339
5086,79340
5087,144881
5088,112116
5089,46587
5090,46592
5091,144897
5092,46599
5093,112136
5094,79377
5095,46612
5096,46614
5097,144921
5098,46619
5099,79388
5100,46624
5101,46625
5102,79397
5103,112171
5104,46643
5105,46644
5106,112188
5107,144963
5108,144968
5109,46666
5110,112206
5111,177744
5112,79448
5113,144985
5114,79450
5115,46682
5116,144988
5117,79452
5118,79453
5119,46683
5120,144989
5121,144993
5122,79457
5123,144997
5124,145005
5125,145007
5126,145008
5127,177781
5128,13948
5129,13949
5130,145022
5131,145024
5132,145025
5133,145026
5134,79489
5135,145028
5136,177798
5137,177806
5138,177809
5139,13972
5140,13974
5141,13976
5142,177827
5143,79524
5144,46758
5145,46762
5146,145066
5147,46768
5148,79536
5149,79537
5150,46773
5151,79542
5152,46775
5153,145078
5154,79547
5155,46779
5156,46783
5157,145091
5158,46787
5159,46789
5160,46788
5161,79559
5162,145097
5163,46795
5164,177868
5165,145101
5166,145100
5167,46799
5168,145103
5169,14034
5170,145107
5171,177876
5172,46824
5173,112365
5174,112367
5175,145141
5176,112373
5177,145143
5178,145147
5179,145148
5180,177920
5181,145153
5182,145154
5183,145155
5184,276233
5185,79626
5186,79627
5187,177936
5188,145171
5189,112403
5190,177940
5191,145179
5192,79644
5193,145181
5194,112418
5195,177956
5196,112423
5197,112431
5198,145200
5199,145201
5200,145202
5201,145203
5202,79667
5203,79668
5204,79670
5205,79677
5206,145219
5207,177989
5208,79691
5209,79692
5210,79693
5211,79694
5212,145229
5213,79732
5214,145287
5215,46985
5216,79757
5217,178070
5218,79768
5219,145305
5220,79770
5221,79771
5222,79772
5223,145313
5224,145314
5225,47013
5226,47014
5227,47015
5228,79795
5229,112566
5230,79802
5231,178108
5232,145344
5233,145345
5234,145346
5235,47047
5236,47048
5237,47051
5238,145363
5239,145367
5240,145368
5241,145371
5242,112603
5243,145398
5244,112638
5245,112644
5246,112647
5247,145416
5248,145421
5249,112655
5250,178192
5251,47122
5252,47125
5253,79904
5254,112673
5255,112674
5256,112675
5257,47142
5258,47144
5259,145449
5260,79915
5261,145451
5262,145452
5263,79918
5264,112696
5265,79931
5266,79933
5267,79934
5268,47172
5269,47174
5270,47180
5271,145484
5272,14422
5273,145495
5274,145496
5275,79961
5276,79973
5277,80001
5278,80007
5279,47243
5280,145549
5281,145550
5282,178328
5283,47258
5284,80027
5285,178332
5286,112797
5287,47261
5288,178335
5289,112799
5290,80031
5291,80034
5292,112801
5293,178342
5294,112817
5295,178358
5296,145591
5297,112827
5298,178366
5299,80065
5300,47297
5301,145611
5302,178383
5303,47311
5304,47313
5305,47314
5306,178395
5307,178405
5308,80103
5309,80104
5310,80109
5311,80110
5312,145648
5313,145654
5314,47353
5315,145657
5316,47355
5317,80124
5318,145662
5319,47359
5320,145666
5321,80131
5322,80132
5323,145669
5324,80134
5325,47365
5326,14595
5327,47369
5328,14602
5329,47371
5330,14601
5331,112909
5332,47374
5333,47375
5334,80144
5335,145682
5336,80146
5337,112917
5338,47382
5339,47383
5340,47384
5341,80152
5342,47387
5343,14622
5344,14623
5345,112927
5346,47393
5347,112926
5348,178467
5349,145700
5350,145701
5351,178466
5352,47404
5353,112960
5354,276812
5355,47443
5356,47447
5357,14686
5358,145762
5359,80229
5360,80232
5361,47466
5362,113004
5363,113007
5364,47472
5365,47473
5366,178547
5367,145779
5368,178549
5369,145782
5370,113015
5371,113012
5372,244090
5373,178559
5374,113038
5375,178575
5376,80272
5377,47515
5378,47516
5379,47518
5380,47533
5381,145838
5382,47537
5383,145850
5384,145851
5385,113092
5386,145868
5387,47568
5388,113109
5389,178647
5390,113116
5391,113117
5392,113121
5393,113124
5394,14820
5395,47591
5396,276970
5397,80362
5398,113134
5399,113139
5400,80377
5401,80378
5402,145923
5403,145925
5404,145927
5405,145928
5406,145930
5407,178699
5408,80399
5409,80400
5410,178714
5411,178716
5412,145962
5413,145963
5414,80435
5415,80438
5416,80439
5417,14903
5418,47678
5419,113219
5420,145998
5421,47694
5422,146008
5423,146022
5424,178791
5425,80494
5426,146031
5427,146046
5428,178816
5429,178821
5430,146062
5431,113294
5432,178852
5433,146086
5434,113319
5435,178858
5436,47798
5437,47799
5438,47800
5439,113340
5440,113346
5441,146115
5442,146116
5443,113347
5444,15047
5445,47815
5446,47817
5447,146122
5448,113355
5449,47818
5450,178889
5451,146125
5452,146127
5453,113360
5454,178897
5455,113361
5456,146126
5457,178901
5458,15068
5459,146142
5460,178912
5461,146148
5462,146153
5463,47852
5464,47853
5465,47854
5466,178929
5467,146162
5468,15092
5469,113401
5470,113402
5471,113403
5472,15110
5473,113414
5474,15112
5475,113417
5476,15116
5477,113422
5478,146197
5479,113432
5480,15131
5481,47900
5482,47901
5483,178972
5484,113440
5485,15140
5486,15141
5487,178982
5488,113458
5489,113459
5490,15156
5491,15155
5492,15157
5493,80695
5494,15164
5495,15165
5496,146238
5497,146239
5498,113472
5499,47937
5500,113473
5501,113475
5502,113476
5503,47940
5504,113480
5505,113481
5506,113486
5507,47950
5508,113487
5509,47953
5510,47954
5511,113491
5512,179027
5513,15188
5514,179030
5515,15187
5516,15194
5517,15195
5518,15196
5519,113502
5520,80735
5521,113503
5522,146275
5523,113509
5524,47976
5525,113513
5526,47980
5527,244589
5528,179062
5529,146295
5530,179066
5531,47995
5532,146304
5533,146306
5534,48003
5535,113542
5536,146312
5537,113549
5538,146328
5539,146329
5540,146333
5541,146339
5542,146340
5543,80806
5544,113574
5545,80808
5546,146374
5547,146375
5548,48074
5549,146403
5550,15334
5551,15337
5552,179198
5553,113667
5554,22592
5555,146439
5556,146440
5557,113686
5558,113687
5559,113688
5560,80927
5561,179237
5562,146475
5563,179249
5564,80946
5565,179251
5566,80948
5567,179257
5568,146490
5569,146496
5570,146497
5571,146501
5572,146502
5573,113735
5574,146505
5575,146507
5576,48211
5577,48214
5578,48215
5579,48216
5580,146522
5581,146527
5582,146528
5583,81001
5584,146547
5585,15478
5586,146567
5587,146568
5588,81037
5589,146574
5590,146575
5591,146580
5592,81047
5593,146583
5594,146585
5595,81060
5596,81061
5597,15540
5598,15542
5599,48313
5600,146620
5601,15552
5602,15554
5603,48322
5604,146631
5605,146632
5606,81095
5607,15563
5608,179403
5609,113869
5610,113872
5611,48338
5612,81126
5613,48358
5614,146666
5615,146667
5616,48370
5617,146674
5618,113908
5619,146677
5620,113914
5621,146686
5622,81163
5623,48397
5624,48398
5625,81165
5626,48401
5627,113945
5628,81184
5629,15648
5630,15650
5631,48420
5632,48422
5633,48424
5634,81192
5635,146730
5636,48430
5637,48432
5638,48433
5639,48434
5640,146736
5641,48436
5642,113976
5643,146745
5644,179513
5645,146747
5646,146748
5647,113977
5648,113993
5649,81236
5650,81238
5651,179545
5652,15706
5653,179547
5654,146784
5655,15714
5656,146787
5657,15717
5658,114022
5659,114027
5660,114028
5661,15725
5662,146796
5663,114034
5664,48499
5665,114036
5666,15731
5667,146806
5668,179575
5669,15736
5670,146809
5671,48507
5672,114043
5673,81277
5674,15741
5675,48514
5676,48517
5677,81296
5678,81299
5679,48534
5680,48535
5681,114073
5682,48537
5683,48539
5684,81306
5685,48545
5686,48546
5687,48548
5688,48549
5689,48550
5690,48551
5691,48553
5692,48554
5693,48558
5694,146864
5695,146865
5696,48560
5697,48563
5698,15796
5699,48565
5700,48566
5701,48567
5702,15797
5703,179634
5704,81341
5705,146886
5706,146887
5707,146888
5708,179668
5709,114135
5710,48609
5711,48613
5712,179686
5713,81384
5714,146928
5715,48625
5716,15857
5717,179702
5718,15870
5719,81409
5720,81417
5721,48650
5722,146959
5723,48657
5724,48658
5725,179732
5726,146967
5727,48664
5728,48672
5729,81441
5730,146979
5731,81445
5732,48687
5733,48689
5734,48694
5735,147000
5736,114232
5737,114236
5738,114239
5739,81472
5740,114241
5741,48710
5742,179787
5743,147027
5744,147031
5745,147032
5746,147035
5747,147036
5748,179803
5749,114275
5750,179821
5751,114288
5752,114291
5753,81527
5754,15995
5755,147069
5756,48767
5757,48771
5758,147080
5759,147081
5760,48776
5761,48785
5762,48791
5763,48792
5764,16025
5765,48794
5766,48793
5767,48803
5768,147112
5769,48810
5770,48812
5771,147118
5772,147123
5773,147124
5774,81591
5775,179910
5776,114383
5777,81629
5778,81637
5779,81660
5780,147198
5781,81664
5782,81669
5783,81670
5784,48903
5785,48908
5786,114450
5787,48916
5788,114453
5789,48917
5790,48919
5791,48920
5792,48921
5793,48923
5794,48924
5795,48925
5796,81694
5797,48927
5798,16160
5799,48928
5800,48926
5801,48929
5802,147239
5803,16168
5804,147244
5805,81722
5806,81723
5807,114493
5808,114494
5809,147273
5810,81737
5811,81740
5812,114509
5813,48978
5814,48985
5815,48992
5816,48993
5817,48994
5818,147311
5819,49011
5820,16261
5821,147333
5822,49037
5823,81806
5824,147346
5825,147347
5826,81815
5827,16289
5828,16290
5829,147363
5830,16296
5831,147399
5832,16330
5833,16340
5834,114646
5835,16353
5836,114662
5837,16359
5838,81899
5839,81900
5840,81902
5841,81903
5842,81904
5843,16375
5844,16376
5845,16379
5846,49151
5847,16384
5848,16385
5849,16383
5850,147460
5851,147463
5852,114698
5853,147471
5854,147472
5855,147473
5856,147474
5857,147477
5858,16405
5859,180247
5860,16413
5861,147486
5862,147487
5863,147488
5864,147489
5865,16436
5866,16437
5867,49206
5868,147515
5869,147516
5870,49215
5871,49217
5872,147525
5873,147569
5874,180348
5875,180357
5876,180358
5877,114825
5878,180361
5879,114831
5880,180369
5881,114833
5882,16539
5883,16543
5884,16545
5885,114868
5886,114869
5887,180417
5888,180423
5889,180425
5890,49354
5891,147659
5892,180428
5893,16588
5894,16587
5895,16589
5896,147673
5897,147675
5898,16603
5899,147679
5900,16607
5901,16608
5902,147686
5903,114938
5904,49404
5905,16645
5906,16646
5907,114953
5908,180489
5909,114957
5910,16696
5911,16697
5912,180547
5913,115012
5914,49478
5915,49489
5916,49490
5917,115025
5918,180570
5919,49505
5920,49507
5921,147812
5922,147817
5923,147818
5924,16745
5925,147821
5926,147822
5927,147834
5928,115067
5929,16777
5930,147853
5931,16783
5932,16784
5933,16785
5934,115088
5935,82326
5936,147862
5937,16797
5938,16798
5939,82335
5940,49568
5941,16799
5942,147874
5943,82339
5944,49572
5945,147877
5946,115134
5947,115136
5948,115145
5949,115148
5950,49616
5951,49620
5952,82400
5953,49635
5954,180709
5955,115182
5956,16879
5957,147958
5958,16892
5959,115196
5960,82429
5961,147968
5962,180737
5963,180742
5964,147981
5965,147984
5966,82449
5967,16914
5968,82451
5969,16916
5970,16913
5971,16923
5972,16924
5973,16925
5974,16926
5975,147998
5976,147999
5977,115233
5978,115234
5979,148002
5980,115236
5981,16933
5982,148000
5983,16935
5984,16943
5985,246320
5986,16945
5987,148021
5988,148026
5989,115260
5990,148030
5991,115263
5992,115262
5993,16958
5994,180802
5995,115270
5996,115272
5997,82507
5998,148047
5999,148049
6000,115281
6001,115284
6002,115287
6003,115291
6004,246365
6005,115296
6006,148076
6007,148081
6008,115314
6009,148098
6010,82566
6011,82570
6012,148115
6013,148118
6014,148124
6015,148125
6016,148126
6017,148128
6018,148130
6019,115363
6020,82600
6021,148139
6022,17067
6023,17068
6024,17078
6025,17080
6026,17081
6027,17092
6028,180938
6029,148171
6030,17102
6031,148178
6032,148179
6033,17106
6034,148183
6035,148195
6036,148196
6037,148197
6038,148198
6039,17133
6040,148219
6041,181001
6042,148248
6043,17184
6044,115489
6045,17186
6046,115501
6047,115502
6048,115503
6049,17197
6050,115512
6051,115514
6052,17212
6053,17216
6054,17217
6055,17218
6056,17222
6057,148295
6058,17224
6059,17223
6060,148305
6061,148307
6062,17241
6063,17242
6064,17245
6065,82784
6066,82786
6067,82787
6068,148333
6069,82799
6070,148335
6071,148338
6072,148339
6073,148340
6074,148342
6075,115579
6076,115582
6077,17279
6078,148355
6079,115588
6080,148364
6081,148391
6082,17319
6083,17325
6084,148398
6085,17327
6086,17329
6087,148404
6088,148405
6089,17332
6090,148407
6091,115640
6092,17339
6093,17340
6094,17341
6095,17348
6096,181189
6097,148423
6098,181192
6099,36013
6100,148426
6101,148428
6102,181196
6103,17357
6104,82900
6105,148444
6106,148446
6107,82913
6108,181218
6109,82920
6110,181239
6111,181240
6112,148476
6113,17414
6114,181263
6115,181266
6116,148519
6117,148525
6118,148530
6119,17460
6120,148535
6121,148537
6122,148539
6123,148551
6124,148555
6125,148556
6126,50251
6127,83040
6128,83041
6129,83042
6130,17509
6131,115821
6132,115832
6133,83071
6134,83076
6135,115849
6136,115857
6137,50329
6138,50336
6139,17584
6140,83125
6141,148661
6142,148663
6143,148666
6144,148668
6145,148670
6146,148672
6147,83140
6148,148677
6149,148681
6150,148683
6151,148694
6152,17629
6153,17635
6154,17637
6155,17642
6156,148720
6157,50417
6158,17652
6159,17653
6160,148727
6161,181517
6162,50452
6163,181528
6164,17691
6165,148771
6166,148784
6167,17712
6168,17714
6169,17715
6170,17724
6171,181564
6172,148798
6173,17737
6174,83277
6175,83280
6176,83284
6177,83289
6178,83291
6179,116060
6180,148829
6181,83308
6182,116076
6183,17790
6184,148866
6185,148875
6186,17804
6187,148877
6188,17805
6189,17806
6190,148885
6191,148893
6192,148894
6193,148896
6194,148898
6195,148899
6196,50598
6197,148904
6198,50601
6199,148905
6200,50603
6201,50605
6202,50606
6203,50607
6204,17841
6205,50612
6206,17845
6207,50613
6208,17851
6209,148924
6210,17856
6211,17857
6212,17858
6213,148940
6214,148942
6215,148948
6216,17876
6217,181716
6218,50652
6219,50657
6220,17890
6221,50660
6222,148975
6223,50672
6224,148978
6225,148980
6226,83444
6227,50677
6228,50676
6229,83448
6230,50682
6231,181754
6232,83452
6233,50683
6234,50684
6235,83450
6236,83469
6237,149008
6238,149009
6239,149010
6240,83473
6241,83475
6242,50705
6243,214550
6244,83484
6245,116269
6246,149047
6247,42650
6248,83515
6249,149051
6250,83516
6251,83523
6252,149060
6253,116293
6254,83526
6255,17991
6256,116294
6257,149063
6258,83525
6259,149064
6260,149068
6261,116301
6262,149069
6263,181837
6264,83537
6265,116315
6266,181851
6267,116320
6268,116322
6269,116323
6270,83556
6271,181860
6272,181865
6273,83566
6274,116336
6275,50804
6276,83572
6277,50806
6278,116340
6279,149114
6280,116348
6281,50816
6282,50818
6283,149122
6284,50820
6285,50822
6286,149127
6287,50824
6288,50825
6289,50826
6290,50823
6291,149135
6292,149136
6293,116367
6294,83603
6295,50845
6296,149156
6297,149157
6298,83622
6299,83624
6300,50862
6301,149168
6302,116408
6303,149178
6304,116416
6305,149185
6306,149186
6307,83650
6308,149188
6309,149189
6310,83654
6311,149198
6312,116433
6313,18129
6314,149203
6315,149201
6316,116442
6317,149212
6318,149213
6319,149214
6320,116449
6321,149218
6322,116451
6323,116452
6324,116453
6325,18150
6326,149223
6327,149222
6328,149229
6329,50931
6330,50932
6331,50934
6332,50935
6333,50936
6334,50940
6335,149248
6336,149251
6337,18183
6338,116494
6339,116495
6340,50962
6341,50963
6342,182040
6343,149278
6344,50975
6345,116513
6346,116514
6347,116523
6348,116524
6349,50992
6350,116540
6351,149313
6352,149315
6353,149324
6354,149327
6355,149332
6356,149343
6357,116577
6358,149349
6359,149350
6360,149355
6361,116588
6362,116587
6363,116598
6364,116609
6365,149380
6366,149383
6367,18321
6368,149393
6369,116629
6370,116631
6371,149401
6372,18342
6373,247730
6374,149426
6375,83890
6376,51124
6377,51129
6378,116681
6379,18384
6380,18385
6381,18388
6382,51176
6383,149483
6384,51182
6385,51190
6386,149496
6387,18428
6388,51203
6389,51204
6390,215048
6391,51217
6392,51218
6393,149525
6394,51223
6395,149530
6396,18459
6397,84003
6398,84005
6399,84007
6400,116777
6401,84009
6402,149547
6403,18476
6404,18477
6405,51259
6406,149563
6407,116798
6408,182346
6409,51274
6410,182348
6411,116814
6412,116815
6413,149590
6414,18525
6415,116830
6416,18537
6417,18541
6418,116849
6419,51315
6420,247930
6421,116861
6422,247935
6423,149632
6424,149633
6425,149635
6426,116869
6427,51334
6428,149641
6429,149643
6430,149644
6431,149647
6432,116881
6433,116882
6434,18580
6435,215190
6436,116891
6437,149659
6438,215206
6439,149677
6440,149683
6441,149684
6442,51382
6443,149690
6444,51389
6445,51393
6446,18626
6447,51395
6448,51396
6449,149701
6450,18629
6451,51399
6452,51397
6453,18635
6454,18637
6455,18640
6456,18641
6457,51415
6458,18653
6459,84190
6460,18655
6461,149728
6462,215270
6463,51435
6464,149740
6465,149752
6466,182526
6467,149759
6468,18691
6469,117001
6470,149772
6471,149773
6472,149774
6473,18704
6474,149776
6475,149779
6476,149780
6477,149784
6478,18717
6479,18719
6480,18723
6481,18724
6482,149802
6483,117045
6484,215350
6485,149817
6486,149819
6487,84284
6488,117052
6489,149826
6490,149827
6491,84292
6492,149830
6493,84298
6494,215370
6495,182613
6496,149850
6497,51548
6498,51549
6499,18782
6500,149856
6501,117088
6502,149858
6503,18788
6504,18790
6505,149864
6506,18794
6507,149867
6508,182637
6509,149871
6510,149872
6511,18801
6512,84338
6513,149876
6514,18806
6515,18807
6516,18808
6517,18809
6518,149882
6519,18810
6520,117116
6521,182652
6522,18818
6523,18820
6524,149905
6525,84369
6526,84372
6527,182686
6528,51618
6529,18852
6530,149929
6531,51638
6532,182715
6533,149957
6534,149958
6535,149959
6536,18891
6537,182732
6538,149965
6539,149966
6540,149971
6541,18899
6542,84439
6543,149977
6544,149980
6545,18909
6546,117221
6547,117224
6548,117228
6549,117242
6550,150016
6551,150019
6552,150022
6553,18951
6554,18952
6555,51734
6556,150039
6557,18966
6558,150045
6559,182814
6560,150051
6561,150052
6562,150054
6563,117288
6564,150066
6565,51775
6566,51777
6567,51789
6568,51790
6569,51791
6570,150102
6571,150106
6572,51805
6573,150110
6574,51806
6575,51808
6576,51809
6577,150114
6578,215648
6579,117348
6580,150120
6581,150123
6582,150125
6583,150127
6584,19073
6585,19074
6586,215682
6587,19077
6588,150149
6589,19081
6590,19082
6591,150156
6592,215713
6593,150181
6594,150187
6595,150199
6596,150203
6597,150213
6598,19145
6599,19148
6600,182989
6601,117457
6602,150232
6603,19163
6604,215773
6605,150238
6606,117479
6607,183016
6608,183017
6609,51945
6610,150254
6611,117488
6612,19185
6613,19187
6614,19188
6615,19189
6616,215798
6617,19195
6618,19198
6619,19199
6620,19201
6621,19202
6622,19203
6623,19204
6624,19208
6625,19209
6626,19210
6627,51982
6628,19217
6629,19219
6630,19226
6631,51994
6632,51998
6633,19233
6634,52002
6635,52003
6636,52004
6637,19234
6638,150310
6639,52006
6640,19244
6641,19246
6642,52015
6643,19248
6644,150320
6645,19250
6646,19251
6647,19252
6648,19253
6649,19254
6650,19259
6651,19260
6652,215869
6653,52027
6654,19267
6655,150341
6656,150346
6657,150350
6658,150372
6659,19305
6660,19307
6661,19308
6662,19309
6663,150385
6664,19313
6665,117626
6666,52092
6667,150404
6668,150417
6669,150421
6670,150424
6671,52124
6672,150442
6673,150445
6674,84915
6675,19382
6676,215991
6677,19387
6678,19388
6679,19389
6680,19390
6681,19391
6682,19392
6683,52156
6684,19396
6685,19398
6686,19399
6687,117714
6688,150486
6689,19418
6690,52188
6691,19421
6692,150494
6693,19422
6694,84960
6695,19425
6696,84963
6697,84964
6698,19430
6699,19431
6700,19437
6701,19439
6702,19444
6703,19446
6704,150518
6705,117762
6706,150532
6707,19461
6708,19463
6709,150536
6710,19465
6711,19466
6712,19467
6713,19475
6714,19476
6715,150549
6716,19479
6717,19480
6718,19481
6719,19482
6720,19483
6721,19484
6722,19489
6723,19490
6724,150562
6725,150564
6726,19494
6727,52263
6728,19496
6729,150569
6730,85033
6731,85032
6732,85036
6733,85037
6734,150571
6735,150567
6736,85040
6737,150578
6738,150579
6739,117811
6740,85045
6741,19525
6742,52297
6743,150608
6744,150609
6745,117843
6746,19540
6747,150611
6748,19545
6749,19547
6750,19550
6751,19555
6752,150627
6753,150629
6754,19559
6755,150631
6756,150635
6757,19564
6758,19565
6759,19566
6760,150637
6761,19569
6762,19570
6763,19571
6764,85106
6765,19573
6766,19574
6767,85111
6768,216186
6769,19579
6770,117890
6771,150664
6772,19595
6773,19597
6774,150671
6775,150672
6776,150673
6777,150674
6778,150676
6779,150677
6780,150678
6781,19605
6782,183448
6783,150681
6784,52378
6785,85148
6786,85150
6787,150689
6788,19622
6789,150705
6790,19636
6791,19637
6792,19639
6793,19641
6794,216257
6795,19653
6796,19654
6797,19655
6798,19656
6799,19657
6800,85192
6801,117965
6802,19665
6803,19666
6804,19667
6805,19671
6806,19672
6807,85210
6808,85213
6809,183521
6810,150755
6811,85220
6812,85221
6813,150758
6814,150759
6815,150760
6816,85222
6817,19690
6818,216302
6819,19699
6820,19701
6821,19702
6822,150775
6823,19705
6824,150779
6825,150780
6826,19712
6827,19719
6828,19730
6829,19742
6830,19743
6831,19744
6832,118060
6833,19761
6834,19762
6835,85297
6836,19764
6837,183606
6838,150838
6839,216377
6840,19773
6841,85311
6842,150850
6843,19780
6844,19781
6845,85317
6846,85319
6847,19784
6848,85321
6849,85322
6850,85323
6851,19788
6852,19790
6853,85327
6854,85330
6855,85331
6856,150871
6857,118106
6858,183645
6859,19805
6860,19813
6861,150885
6862,183655
6863,118126
6864,216449
6865,52610
6866,150915
6867,150916
6868,150923
6869,19852
6870,85387
6871,150927
6872,150941
6873,19870
6874,183712
6875,19874
6876,150950
6877,150952
6878,183738
6879,19898
6880,19900
6881,85450
6882,19914
6883,85456
6884,85457
6885,85462
6886,85464
6887,19939
6888,151013
6889,19941
6890,151015
6891,249320
6892,151017
6893,118248
6894,249325
6895,249328
6896,151028
6897,151029
6898,151033
6899,151034
6900,151035
6901,151036
6902,151037
6903,19972
6904,19978
6905,151052
6906,151054
6907,19984
6908,19986
6909,19988
6910,75615
6911,19991
6912,151069
6913,20006
6914,20007
6915,20008
6916,85551
6917,85557
6918,85558
6919,183874
6920,151110
6921,151113
6922,151114
6923,151115
6924,85584
6925,52822
6926,52823
6927,249435
6928,151132
6929,85603
6930,85616
6931,20094
6932,151171
6933,52869
6934,151174
6935,52871
6936,151175
6937,151176
6938,20106
6939,52883
6940,52885
6941,52886
6942,151192
6943,20121
6944,20122
6945,216731
6946,216732
6947,85661
6948,118434
6949,183975
6950,216745
6951,20138
6952,151218
6953,20147
6954,151221
6955,20149
6956,20153
6957,20157
6958,151243
6959,52940
6960,151245
6961,151246
6962,151255
6963,151257
6964,118494
6965,151263
6966,52974
6967,118511
6968,20215
6969,20217
6970,151292
6971,118525
6972,52990
6973,52991
6974,20223
6975,20224
6976,20226
6977,118532
6978,20229
6979,151301
6980,85767
6981,85768
6982,118537
6983,151306
6984,20236
6985,184079
6986,151313
6987,151316
6988,184089
6989,151321
6990,85792
6991,20262
6992,20263
6993,85801
6994,85803
6995,20278
6996,53050
6997,85831
6998,151367
6999,20299
7000,20300
7001,151373
7002,20302
7003,20303
7004,53072
7005,53073
7006,53074
7007,184142
7008,85847
7009,85857
7010,85858
7011,118625
7012,151397
7013,151399
7014,184171
7015,151405
7016,151406
7017,151407
7018,20336
7019,20335
7020,85869
7021,85872
7022,20340
7023,20337
7024,20345
7025,151419
7026,20350
7027,20352
7028,85895
7029,85897
7030,85904
7031,85907
7032,118676
7033,85912
7034,85914
7035,85915
7036,20380
7037,85916
7038,151454
7039,20383
7040,20384
7041,20379
7042,20386
7043,85917
7044,20388
7045,184222
7046,85918
7047,20391
7048,53157
7049,151462
7050,151459
7051,20395
7052,184236
7053,118701
7054,184237
7055,85935
7056,184240
7057,20403
7058,20404
7059,85940
7060,85942
7061,151493
7062,85961
7063,151498
7064,151499
7065,53198
7066,53200
7067,53201
7068,184272
7069,184277
7070,184278
7071,249813
7072,151509
7073,151512
7074,151516
7075,184286
7076,118752
7077,85987
7078,151524
7079,151528
7080,85993
7081,85997
7082,85998
7083,86000
7084,151537
7085,151538
7086,118780
7087,20476
7088,20477
7089,86016
7090,86018
7091,20483
7092,118791
7093,20487
7094,151561
7095,151562
7096,86027
7097,86028
7098,151565
7099,86029
7100,86030
7101,184332
7102,151569
7103,86033
7104,86040
7105,184347
7106,118811
7107,20509
7108,151582
7109,20510
7110,151587
7111,86053
7112,86055
7113,86057
7114,217131
7115,151599
7116,86064
7117,86065
7118,184385
7119,151618
7120,118851
7121,151627
7122,20561
7123,20562
7124,184402
7125,20564
7126,184404
7127,86102
7128,151639
7129,151648
7130,184417
7131,151650
7132,20578
7133,53349
7134,86118
7135,151662
7136,151663
7137,151664
7138,151665
7139,53360
7140,53362
7141,151668
